question,content
"Chào bác sĩ! Tôi bị bệnh gout và suy thận độ 2, gần đây huyết áp thấp, chỉ số huyết áp tôi đo được là 90/60. Vậy bác sĩ cho tôi hỏi duy trì chế độ ăn uống như thế nào để tăng huyết áp mà không ảnh hưởng đến bệnh gout và suy thận độ 2? Mong bác sĩ sớm tư vấn và giải đáp. Tôi xin chân thành cảm ơn!",Cảm ơn bác đã tin tưởng và gửi câu hỏi: “Duy trì chế độ ăn uống như thế nào để tăng huyết áp mà không ảnh hưởng đến bệnh gout và suy thận độ 2?” đến AI-Doctor. Mong một ngày gần nhất có thể được gặp bác và tư vấn chuyên sâu. Trân trọng!
"Chào bác sĩ! Tôi có làm xét nghiệm máu và có kết quả định lượng TSH là 5.77, chỉ số bình thường là 0.23-4.0mU/L. Định lượng Acid Uric là 509.55/ chỉ số bình thường 238-476 umo/l. Vậy bác sĩ cho tôi hỏi: “Kết quả định lượng TSH và Acid Uric tăng, cảnh báo bệnh lý gì?”. Cảm ơn bác sĩ đã tư vấn!","Chào bạn!
TSH (Hormone kích thích tuyến giáp) do thuỳ trước tuyến yên trước được tiết ra dưới sự kiểm soát của một hormone của vùng dưới đồi = (TRH). Khi nồng độ hormone giáp trong dòng tuần hoàn giảm xuống hay khi cơ thể phải đương đầu với tình trạng stress thực thể hay tâm thần vùng dưới đồi bị kích thích để giải phóng ra hormone gây ra giải phóng hormone hướng tuyến giáp (TRH). TRH sẽ kích thích thùy trước tuyến yên sản xuất hormone kích thích tuyến giáp ( TSH). Sau đó TSH kích thích sản xuất và giải phóng Triiodothyronine ( T3) và Thyroxin ( T4).
TSH là một xét nghiệm rất có giá trị trong chẩn đoán và theo dõi bệnh lý tuyến giáp đặc biệt trong bệnh Basedow.
Mục đích chính của xét nghiệm TSH là xem tuyến giáp có hoạt động như bình thường hay không, đồng thời rất có ý nghĩa chẩn đoán sớm các bệnh lý rối loạn chức năng tuyến giáp (cường giáp và suy giáp) và nguyên nhân nguồn gốc của các rối loạn, từ đó có những hướng tư vấn điều trị kịp thời và sớm để mang lại chất lượng cuộc sống tốt hơn.
Tăng TSH thường gặp trong các trường hợp sau:
Suy giáp tiên phát (tại tuyến giáp)
Có kháng thể kháng TSH hay có tình trạng kháng lại hormone tuyến giáp
Sau cắt gần toàn bộ hay toàn bộ tuyến giáp
Cường giáp nguồn gốc tuyến yên
Sản xuất TSH lạc chỗ
Viêm tuyến giáp Hashimoto..."
"Chào bác sĩ. Tôi bị đau nhức toàn thân 12 năm rồi, đau nhất là hai bàn chân và hai bàn tay, đau nhức 24/24 quanh năm suốt tháng và cũng đi khám nhiều nơi cũng chưa tìm ra nguyên nhân gây đau nhức.
Điều quan trọng là tôi cũng bị viêm họng, viêm amidan từ lúc đó tới bây giờ. Các bác sĩ khám bệnh cũng nói đau nhức toàn thân như vậy không phải do viêm họng, viêm amidan. Nhưng không hiểu sao mỗi lần họng tôi càng đau rát là toàn thân tôi càng đau nhức, hai bàn chân hai bàn tay càng đau bứt rứt rất khó chịu. Bên cạnh đó, tôi dễ bị tê bì chân nếu ngồi xổm chỉ trong khoảng 1-2 phút. Rất mong bác sĩ tư vấn giúp tôi. Chân thành cảm ơn.","Chào bạn. Vấn đề đầu tiên của bạn là tình trạng đau nhức khớp toàn thân liên tục và tăng thêm khi có viêm họng, viêm amidan cấp. Thông thường bệnh cảnh đau khớp cấp kết hợp viêm họng cấp thường nghĩ đến tác nhân Strepptococcus nhóm A, tuy nhiên thường kèm theo sốt và gây nên những đợt cấp, sau khi qua đợt cấp các triệu chứng sẽ hết và có thể tái diễn sau đó.
Một số nguyên nhân khác gây tình trạng đau khớp kéo dài thường gặp là thoái hóa khớp, gout, viêm khớp tự miễn... và khi bạn bị viêm họng do tác nhân siêu vi cũng sẽ làm tình trạng các khớp đau nhức hơn. Do vậy, bạn cần khám bác sĩ chuyên khoa Nội Khớp.
Vấn đề thứ hai là tê bì chân khi ngồi xổm 1-2 phút, có thể do tư thế ngồi xổm làm gối gập sát dẫn đến việc giảm hồi lưu máu tĩnh mạch từ bàn chân về tim cũng như gây căng dãn các dây thần kinh vùng quanh gối sẽ tạo cảm giác mỏi và tê bì, biểu hiện này thường là sinh lý. Nếu các triệu chứng này nặng, làm ảnh hưởng sinh hoạt hàng ngày bạn có thể đăng ký khám bác sĩ chuyên khoa Nội Thần kinh để được tư vấn, đo điện cơ đánh giá bệnh lý thần kinh ngoại biên cũng như siêu âm mạch máu chi dưới kiểm tra tình trạng suy van tĩnh mạch chi dưới nhé.
Cảm ơn bạn đã tin tưởng AI-Doctor. Rất mong có thể gặp bạn để tư vấn cụ thể hơn."
"Kính gửi bác sĩ, em có một số triệu chứng như tăng lipid máu, hay chóng mặt, đau đầu, giảm trí nhớ, không tập trung và rụng tóc nhiều, đau điểm ở vùng lưng phải, buổi sáng dậy cổ họng hay có đờm đặc màu sẫm. Vậy bác sĩ cho em hỏi triệu chứng của em có liên quan đến các bệnh nội tiết về tuyến thượng thận, tuyến giáp hay tuyến tụy không ạ? Thời gian trước em có uống bia rượu. Bệnh tăng lipid máu em đã ăn chế độ kiêng kem hơn 1 năm nay và uống thuốc giảm lipid mà không hiệu quả ạ. Nhờ bác sĩ tư vấn. Xin cảm ơn bác sĩ! E","Chào bạn. Không biết bạn bao nhiêu tuổi? Chỉ số tăng lipid máu như thế nào? Uống thuốc giảm mỡ máu loại gì và uống được bao nhiêu tháng? Chế độ ăn kiêng và tập thể dục như thế nào?
Tăng Lipid máu là bệnh liên quan đến rối loạn chuyển hóa. Nguyên nhân có thể do chế độ ăn, sinh hoạt cũng có thể do yếu tố di truyền và có thể đi kèm với các bệnh lý tim mạch, tiểu đường, gút....
Tăng lipid máu có thể gây ra nhiều biến chứng nguy hiểm như: Xơ vữa mạch máu gây nhồi máu cơ tim, tai biến mạch não, cơn đau thắt ngực, đau đầu,.....
Các bệnh lý liên quan đến tuyến nội tiết triệu chứng thường khá mờ nhạt, mơ hồ và thường chỉ làm xét nghiệm mới chẩn đoán được.
Do vậy, trường hợp của bạn nên đến bệnh viện gặp bác sĩ chuyên khoa Tim mạch để được chẩn đoán tư vấn và hướng dẫn điều trị một cách cụ thể bạn nhé."
"Chào bác sĩ, chỉ số định lượng CRP ở mức 40.6 có nguy hiểm gì không? Mong bác sĩ tư vấn.","Chào bạn. CRP (C-reactive protein) là một glycoprotein được gan sản xuất có đặc điểm là kết tủa với polysaccharid C của phế cầu. Bình thường, không thấy protein này trong máu. Tình trạng viêm cấp cùng với phá hủy mô trong cơ thể gây giải phóng ra một số chất (như các interleukin 1 và 6) sẽ kích thích sản xuất và gây tăng nhanh nồng độ CRP trong huyết thanh (Vì vậy, được gọi là protein phản ứng pha cấp-Acute-Phase Reactant protein). Khi tình trạng viêm cấp kết thúc, CRP nhanh chóng mất đi.
CRP được coi như một chỉ dấu phản ánh sự hoạt hóa phản ứng viêm hệ thống. Nồng độ CRP máu có thể tăng lên rất nhanh từ mức giá trị nền bình thường lên mức cao tới 50 mg/dL như một biểu hiện đáp ứng viêm không đặc hiệu của cơ thể đối với nhiễm trùng và chấn thương. Hiện CRP đang được sử dụng dưới 2 tên xét nghiệm (CRP và CRP hs), do chúng được thực hiện bởi 2 kỹ thuật khác nhau:
Xét nghiệm CRP (Tiêu chuẩn/Standard): dải đo rộng (0.2- 480 mg/L), phù hợp để đánh giá các trường hợp viêm, nhiễm trùng, phá hủy/tổn thương mô lớn, bệnh viêm hệ thống (ví dụ: Viêm đa khớp dạng thấp, lupus ban đỏ,...)
Xét nghiệm CRP hs (hs –high sensitive/độ nhay cao): Định lượng CRPhs là phương pháp định lượng CRP có độ nhạy cao (High sensitive), có khả năng xác định được chính xác nồng độ CRP ở mức thấp mà định lượng CRP tiêu chuẩn không thực hiện được. CRPhs hữu ích trong việc chẩn đoán nguy cơ mắc bệnh tim mạch (ở người có nguy cơ cao như bị bệnh cao huyết áp, tiểu đường, tăng acid uric máu,...).
Cảm ơn bạn đã tin tưởng AI-Doctor. Rất mong có thể gặp bạn để tư vấn cụ thể hơn!"
"bác sĩ cho e hỏi: e bị bệnh gút khoảng 8 năm, do cviec nên có uống rượu bia và thỉnh thoảng bị đau nhức ở ngona chân cái và đã hình thành các hạt tophi nen e muốn đi khám ở bệnh viện nào chuyên điều trị ạ","Chào bạn, cám ơn bạn đã gửi câu hỏi
   Gút là bệnh lý cơ xương khớp khá phổ biến, diễn tiến mạn tính, điều trị chủ yếu là hạn chế triệu chứng, biến chứng. Bạn có thể đến khám và điều trị ở các bệnh viện có chuyên khoa cơ xương khớp đều được. Bên cạnh đó cần hạn chế bia rượu, các loại thịt đỏ, ăn thêm rau xanh trái cây, uống đủ nước...
Chúc bạn nhiều sức khoẻ - Thân chào bạn"
"Tôi là nam, 36 tuổi, khoảng tầm 1 năm nay tôi thường hay bị đau sưng tấy các khớp chân, tay đầu gối, các ngón, vậy cho tôi hỏi đó là triệu chứng của bệnh gì ạ?","chào anh, ở độ tuổi của anh mà đau các khớp lên đến một năm rồi thì có rất nhiều bệnh lý liên quan đến viêm khớp mà anh có thể mắc phải như viêm khớp dạng thấp, viêm khớp tự miễn, viêm khớp gout,...
Để chẩn đoán những bệnh lý này cần khám trực tiếp, chụp phim và làm các xét nghiệm mới có thể chẩn đoán và điều trị được.
Do đó anh nên sắp xếp thời gian đi khám sớm nhất có thể anh nhé.
Thân mến"
em bi Gout và hồng cầu bi hụt thì co tiêm vaccine của Trung Quốc được không ạ?,"Chào bạn 
cảm ơn bạn gửi câu hỏi đến AI-Doctor
Tình trạng của bạn bệnh gout không phải ở đợt cấp mà ổn định. Nếu đợt cáp, đang đau nhiều,bạn cần điều trị ổn định rồi tiêm vacxin sau.
Về vấn đề thiếu hồng cầu
 Để cẩn thận, Bạn nên xét nghiệm công thức máu để xem ngoài thiếu hông cầu, có thiếu yếu tố nào nữa không, mức độ thiếu hồng cầu ra sao? Nếu thiếu chắc hồng cầu, mức độ nhẹ, thì không sao, bạn tiêm bình thường bạn nhé. Sau tiêm nên ăn uống, bổ sung sắt để tạo máu được tốt hơn.
Các nguyên nhân ở trên không phải chống chỉ định trong tiêm vacxin covid bạn nhé, nên bạn cũng đừng quá lo lắng.
Trân trọng!"
"Chào bác sĩ!
Bác sĩ tư vấn giúp mai tôi đi tiêm vacxin covid mà hôm nay lại bị gút cấp thì có sao không ạ?
Có uống được Colchicil không?
Cảm ơn bác sĩ!","Chào anh, anh nên uống colchicin 1 viên và nếu chưa giảm đau thì có thể dùng thêm panadol nhé. Ngày mai tại cơ sở tiêm các bác sĩ sẽ kiểm tra thêm cho anh để xét tiêm vacxin nhé. Chúc anh nhiều sức khoẻ và an toàn giữa đại dịch!"
"tôi thường xuyên chơi thể thao ,môn bóng chuyền vào buổi chiều. cũng thường xuyên nhậu lâu lâu tôi hay bị đau các chỗ như đầu gối, cùi chỏ nhưng ko chấn thương, ko biết nguyên nhân ra nhà thuốc thì người ta bán cho một liều là hết đau liền. vậy xin hỏi bác sĩ tôi bị gì vậy. xin cảm ơn","chào bạn: khi bạn vận động như vậy có bị đau như vậy thường nguyên nhân khóp bạn vận động quá sức, hay như có nhiều trường hợp thiếu canxi cũng gây đau như vậy! bạn tự ý ra nhà thuốc mua thuốc uống 1 liều khỏi là rất nguy hiểm bạn nhé! thuốc đó thường có tác dụng phụ! và bạn cũng nên đi khám loại trừ nguyên nhân gút nữa bạn nhé thân ái chào bạn"
"Thưa bác sỹ em không nhậu, không hút thuốc, gia đình có truyền thống bị GOUT (ông nội - Ba).
Một năm trước e đi khám sức khoẻ thì thấy GGT men gan cao (100 so với bình thường dưới 50 U/l) nhưng em không quan tâm nên để đại.
Một tháng trước em xét nghiệm tăng Cholesterol  5.9 ( dưới 5.2 bình thường), Triglycerid 2.5 ( dưới 1.88 bình thường), LDL-C 3.6 ( dưới 3.4 bình thường), GGT 108 ( dưới 50 u/l binh thường), Acid uric 619 (bt dưới 420 umol/l). Em thấy vậy nên ăn nhiều cá hồi, cá ngừ, tập thể dục, uống Naturen Z của Dược Hậu Giang thì sau 1 tháng:
- Cholesterol, LDl C về mức bình thường, nhưng Triglycerid vẫn giử nguyên 2.5 
- Men gan giảm từ 108 còn 81 em đang uống tiếp Naturen Z.
- Acid uric vẫn như vậy.
em cần hỏi các vấn đề sau ạ:
- Làm thế nào để chỉ số Triglycerid giảm về bình thường ạ? có cần phải uống thuốc không ạ?
- Men gan em uống Naturen Z cho về mức an toàn là ổn phải không ạ?
- Acid uric em tăng cũng mấy năm nay mà chưa thấy đau nhức khớp biểu hiện bệnh Gout thì để đại vậy hay uống thuốc cho nó về mức bình thường ạ? e cũng từng được bs cho uống Allopurinol 2 tháng thì nó giảm sau đó cũng tăng lại. Mà uống thuốc hoài thì không tốt.
Em cảm ơn ạ.","chào bạn: nhiều trường hợp tăng aicd uric cũng chưa được chẩn đoán là gút bạn nhé! có thể do bạn rối loạn chuyển hoá cơ thể theo cơ thể bạn! và có thể là gen , điều quan trọng bạn phải giảm ăn cả thực phẩm giàu chất đạm! bạn ăn nhiều rau giảm ăn đạm mỡ động vật! cũng như thể dục mấy có thể giúp bạn giảm được bạn nhé! thân ái chào bạn!"
"Chào bác sĩ.em bị sỏi thận 5mm cả 2 bên
Nhưng gần đây đi khám thì bị loãng xương nhẹ.có lấy thuốc bổ sung canxxi .
Vậy cho e hỏi sử dụng thuốc bổ sung canxi có làm sỏi thận nặng thêm không ạ.
Thuốc là : CALCIUM CORBIERE + ARONAT BOSTON","Chào bạn, cảm ơn câu hỏi của bạn.
Bạn bị sỏi thận 2 bên 5mm, nhưng gặp tình trạng loãng xương nhẹ và được bác sĩ kê toa 2 loại thuốc là Calci corbiere và Aronat Boston. Sỏi thận là do sự kết tinh của một số thành phần trong nước tiểu, tuỳ vào thành phần nào bị kết tinh mà sỏi có bản chất khác nhau như sỏi axit uric, sỏi oxalate, sỏi calci... Do đó việc bổ sung Calci dưới dạng thuốc và thực phẩm chức năng có thể làm tăng lắng đọng sỏi Calci, tuy nhiên nếu bạn bị sỏi axit uric, sỏi oxalate thì việc bổ sung Calci không gây ảnh hưởng nhiều đến kích thước sỏi. Sỏi 5mm nếu không gây triệu chứng có thể chờ đợi sỏi tự đào thải qua đường tiểu do đó bạn cần uống nhiều nước, tập thể dục nhẹ nhàng để kích thích thải sỏi ra ngoài. Việc bổ sung Calci qua đường thức ăn thường ít ảnh hưởng đến sự phát triển và hình thành sỏi. Để được tham vấn cụ thể về chế độ ăn và bổ sung Calci bạn nên đến cơ sở y tế có chuyên khoa thận niệu, cơ xương khớp. Lưu ý cho bạn khi dùng 2 thuốc trên, bạn nên uống Calci corbiere sau Aronat Boston ít nhất 30 phút, để thuốc đạt hiệu quả. 
Chúc bạn mạnh khoẻ."
"Xin chào bác sĩ, bố của cháu bị gan nhiễm mỡ nhẹ và bị gút cấp thì nên và k nên ăn thực phẩm gì để tốt cho.sức khỏe ạ, gan nhiễm mỡ nhẹ ăn uống điều độ có khỏi được không (bố cháu k dùng thuốc)
Cháu cảm ơn bác sĩ!","Chào em.
Chế độ ăn uống của người tăng acid uric máu và bệnh gout
1. Không dùng
 Không uống nhiều rượu mạnh. Không ăn các thức ăn chứa nhiều purine như: phủ tạng động vật: tim, gan, thận, lá lách, óc..., hột vịt, gà lộn, trứng cá, cá trích, cá đối, cá mòi. Không ăn mỡ động vật, không ăn đường. 
2. Dùng hạn chế
Hạn chế protid (<1g protein/kg/ ngày tương đương < 200g thịt nạc mỗi ngày). 
Không ăn nhiều (vừa phải, điều độ) đồ biển (tôm, cua…). 
Không ăn nhiều (vừa phải, điều độ) các loại đậu hạt, măng tây. 
Không ăn nhiều (vừa phải, điều độ) chocolate, cacao, trà, cà phê.
3.Dùng nhiều
Các loại rau xanh, trái cây tươi.
Uống nhiều nước, nước khoáng có bicarbonate, nước sắc lá xakê.
Các loại ngũ cốc.
Sữa, trứng.
Chế độ sinh hoạt
Chống béo phì.
Tăng cường vận động.
Tránh stress, tránh gắng sức, tránh lạnh đột ngột…
Vấn đề gan nhiễm mỡ nhẹ nên điều chỉnh trước bằng chế độ ăn nhiều rau, hạn chế dầu mỡ, nhất là mỡ động vật. Tuy nhiên cần xét nghiệm bộ mỡ máu để có đánh giá tổng thể ban đâu.
Thân ái."
"Xin chào bác sĩ,
Người bệnh thận độ 4 chế độ ăn nên như thế nào ạ?","Chào bạn,
Bệnh thận là khái niệm dùng để chỉ có tổn thương thận, có thể là cấp tính hoặc mạn tính. Với bệnh thận độ 4 nếu trong trường hợp bệnh cấp tính thì bệnh có thể thuyên giảm trong 1 thời gian và giảm độ thậm chí khỏi hoàn toàn khi chức năng thận hồi phục.
Với bệnh thận mạn đã xác định suy thận độ 4 thì bệnh nhân sẽ phải chạy thận nhân tạo ( mức lọc cầu thận dưới 15ml / phút) hoặc thực hiện các biện pháp thay thế thận khác như lọc màng bụng hay ghép thận. Không rõ bạn đang hỏi về bệnh thận mạn tính hay cấp tính.
Trong trường hợp này trước tiên nên ăn chế độ ăn như sau: 
- Đầy đủ chất dinh dưỡng.
- Hạn chế các thức ăn chứa nhiều kali như chuối, dưa hấu, dưa tây, cam, quýt, xoài, nhãn, khoai tây, cà chua, trái bơ, kiwi, trái đào, các loại trái cây khô, hạt rang, các loại rau có màu xanh đậm và các loại nước ép trái cây.
- Nếu là bệnh mạn thì hạn chế nước, nếu là thận cấp thì tùy vào khả năng đi tiểu mà cung cấp nước khác nhau. Cùng với nước là lượng muối cung cấp vào hàng ngày.
- Tránh dùng các thuốc làm nặng thêm tổn thương thận 
- Ăn chế độ đủ protein nhưng cần hạn chế với bệnh nhân bệnh thận mạn tránh tình trạng làm tăng các nito phi Protein trong máu như NH3, axit uric ...
- Ngoài ra bạn có thể tham khảo thêm từ bác sỹ điều trị hay các nguồn thông tin khác.
Thân mến!"
"Xin chào bác sĩ,
Ngón chân của tôi bị sưng khá nặng và hay bị đau ngay các khóe ngón chân. Riêng ngón cái thì bị sưng tím và cảm giác đau nhiều. Tôi có uống amoxillin nhưng không khỏi. Tình trạng này đã kéo dài 2 tháng. Bác sĩ cho hỏi chân tôi gặp tình trạng này là gì. Nếu khám thì có thể khám ở đâu và chuyên khoa gì (HCM). Cám ơn bác sĩ.","Chào bạn,
Tình trạng của bạn hiện giờ không biết là tổn thương do va chạm hay tự nhiên chân bạn có biểu hiện đau như vậy. Nếu do va chạm thì có thể tổn thương này ảnh hưởng đến xương nên sau thời gian dài như vậy vẫn bị sưng và đau. Còn nếu tự nhiên bạn bị đau như vậy thì có thể là biểu hiện bệnh lý của bệnh Gout hoặc do viêm khớp nhiễm khuẩn, viêm đa khớp. 
Vì vậy bạn nên đi khám chuyên khoa thần kinh tại các bệnh viện lớn để được bác sỹ chuẩn đoán chính xác nguyên nhân và có chỉ định điều trị dứt điểm, kịp thời , không nên tự mua thuốc điều trị như vậy.
Thân mến!"
"Xin chào bác sĩ,
Tôi xin hỏi bố tôi bị phát hiện phình xoang valxava ( bệnh tim), đã uống thuốc và điều trị tại  viện tim mạch 2 năm nay , hiện tại siêu âm, chụp cắt lớp 256 dãy cho thấy túi phình đó đang to lên hơn thì liệu có phẫu thuật được không? Cảm ơn bác sỹ !","Chào bạn,
Để bố bạn có thể phẫu thuật còn phụ thuộc vào nhiều yếu tố,tình trạng sức khỏe có đủ điều kiện làm phẫu thuật không, ví dụ: 
- Bố bạn có bị cao huyết áp không?
- Hiện bác có bị suy tim không?
- Có bị một số bệnh mãn tính như tiểu đường, gout, mỡ máu cao... không?
- Sức khỏe hiện tại, bố bạn có hay bị khó thở không? Mức độ khó thở có tăng không?
Các chỉ số có bình thường và ổn định thì mới đủ điều kiện phẫu thuật. 
Tốt nhất bạn nên đưa bố đi khám và xin chỉ định từ bác sỹ chuyên khoa Tim mạch đang điều trị.
Thân mến!"
"Xin chào bác sĩ, tôi bị sỏi thận cần ăn kiêng gì không?","Chào bạn,
Thực phẩm nên ăn khi bị sỏi thận là các thực phẩm giàu canxi như các sản phẩm từ trứng, sữa, các chế phẩm từ sữa như sữa chua, váng sữa, ..
Người bệnh sỏi thận nên uống nhiều nước để thanh lọc cơ thể, giúp thải các chất dư thừa hình thành sỏi trong cơ thể tuy nhiên nếu có bệnh lý tim mạch thì không nên áp dụng chế độ này.
Ngoài ra, nên tránh ăn các thực phẩm sau:
-Rau: Những loại rau có hàm lượng oxalat cao bao gồm: cần tây, tỏi tây, đậu bắp, củ cải, đậu, rau cải, khoai lang, đậu xanh, bí, cải xoăn, rau bina, cải xoong, ớt, cà tím, đậu tương. Các loại rau làm tăng axit uric bao gồm đậu, súp lơ, rau bina, măng tây và nấm. 
-Trái cây: Trái cây có hàm lượng oxalat cao bao gồm quả việt quất, quýt, dâu tây, quả mâm xôi, nho đỏ, vỏ cam quýt. 
-Thực phẩm nhiều protein: Các thực phẩm làm tăng axit uric bao gồm: Cá trích, cá mòi, cá cơm, nội tạng động vật bao gồm cả gan và lá lách. Cần hạn chế sò điệp vì chúng giàu canxi. Những người đang điều trị bệnh sỏi thận cần hạn chế số lượng thịt tiêu thụ mỗi bữa ăn. 
- Đồ uống giàu oxalat bao gồm cà phê, bia, ca cao và nước chè. Socola, đậu phụ, mùi tây, hẹ, mầm lúa mì cũng cần ăn kiêng. 
-Người bị sỏi thận cũng nên kiêng nội tạng động vật, các loại thực phẩm làm tăng axit uric bao gồm nấm men, nước thịt, nước dùng xương và đồ uống có cồn. Người bệnh cũng cần kiêng các thực phẩm chứa nhiều muối như thực phẩm chế biến sẵn hoặc thức ăn có chứa nhiều chất béo. 
Thân mến!"
"Xin chào bác sĩ,
Tôi năm nay 27 tuổi. Có tập thể hình thường xuyên. Hai tháng gần đây cơ thể xuất hiện đau nhưc gót chân, ngón chân ngón tay. Cơ thể nhạy cảm với va đập. Chỉ cần va nhẹ cũng đủ đau cả tuần. Tôi đã đi khám và xét nghiêm như sau:
Acid uric bình thường, x-quang và siêu âm tim phổi bình thường, máu lắng bình thường. Điện tâm đồ thấy block nhânh phải.
Tuy nhiên, chỉ số ASOL là 238 UI/ml, trong phân có helicobacter Pylori.

Xin bc sỹ hãy tư vấn giúp tôi có nguy cơ mắc bệnh gì và phương hướng chữa trị. Liệu có cần các xét nghiệm nào bổ sung ko ạ? 

Xin cảm ơn bác sỹ.","Chào bạn. 
ASLO (antistrptolysin O) là xét nghiệm huyết thanh đo lượng kháng thể kháng liên cầu khuẩn xuất hiện trong máu.
- ASLO được sử dụng để chẩn đoán viêm khớp, thấp khớp, thấp tim, nhiễm trùng liên cầu. 
- Các kháng thể được cơ thể tạo ra để chống lại liên cầu nhưng đồng thờ lại gây ngưng kết chéo với tổ chức ở khớp, tim do đó gây thấp khớp, thấp tim sau nhiễm liên cầu.
- Nồng độ bình thường của antistrptolysin O trong máu : 0 - 200 U/mL
Aslo tăng cao có thể bạn đã bị viêm nhiễm. Nếu cần bạn có thể đi chụp khớp. 
Ngoài ra trong phân bạn có Helicobacter pylori, Nhiều người bị nhiễm H. pylori không bao giờ có bất kỳ dấu hiệu hoặc triệu chứng và không bao giờ phát triển các biến chứng. Những người khác sẽ phát triển các biến chứng nghiêm trọng.
Bạn nên đi soi dạ dày , lấy dịch dạ dày để xét nghiệm HP trực tiếp để xem vi khuẩn HP có ảnh hưởng đến dạ dày gây viêm dạ dày hay không ? Nhiễm H. pylori là một yếu tố nguy cơ mạnh cho một số loại ung thư dạ dày, bao gồm adenocarcinoma và niêm mạc dạ dày - mô liên kết, ung thư hạch bạch huyết ... 
Thân mến."
"Xin chào bác sĩ, tôi năm nay 55t trước đây tôi có bị bệnh GUT nhưng gần đây có đỡ nhiều , những khi ngủ dậy tôi bị cứng hết các khớp xương cố gắng một lúc thì mới đi lại được . xin bác sỹ cho biết tôi phải làm gì và phải uống gi để hết được bệnh đó . xim cảm ơn","Chào bạn,
Điều trị Gout rất khó. Vì vậy tình trạng bệnh có đỡ đi nhưng có thể do chế độ ăn của anh không hợp lý vẫn gây đau khớp.
Anh nên bổ sung các thực phẩm chức năng để cải thiện chức năng xương khớp như : Glucosamin, sụn cá mập.
Ngoài ra có thể dùng phương pháp Đông y : Ngải cứu + kinh giới + muối rang nóng chườm vào chỗ đau thường xuyên. Phương pháp này rất hiệu quả.
Thân mến!"
"Xin chào bác sĩ,tôi năm nay 40 tuổi. Bị gout đã 2 năm. Đi khám nhiều nơi và uống thuốc nhưng vẫn không hiệu quả. Tôi muốn hỏi bác sĩ liệu bệnh của tôi có cách nào khỏi đc k ạ??","Chào bạn
Gút là 1 bệnh khớp liên quan đến rối loạn chuyển hóa nhân purin trong protein. Bệnh mạn tính và không có biện pháp điều trị triệt để. Chính việc bạn uống quá nhiều loại thuốc, không theo 1 phác đồ chuẩn nào và dừng thuốc, đổi thuốc bất hợp lý có thể là nguyên nhân khởi phát nhiều cơn gút cấp hơn.
Điều trị gút bao gồm nhiều bước:
- Điều trị cơn gút cấp
- Điều trị phòng cơn gút cấp
- Điều trị gút mạn
- Điều trị biến chứng của gút mạn.
Tôi không rõ bạn đã sử dụng các loại thuốc như thế nào và đạt được mức nào trong các bước trên. Nhưng để hạn chế bệnh thì cần 1 sự phối hợp rất tốt giữa bệnh nhân và thầy thuốc, tránh tình trạng uống quá nhiều loại thuốc mà hiệu quả lại không có. bạn nên đến bệnh viên có chuyên khoa khớp (như Bạch Mai) để được điều trị hợp lý.
Ngoài ra, để phòng tránh Gout , bạn nên :
 - Duy trì cân nặng hợp lý , tuy nhiên không nên nhịn đói để giảm cân nhanh sẽ khiến tăng axit uric trong máu. 
- Tránh ăn nhiều đạm động vật như thịt bò, thịt chó, hải sản, nội tạng động vật
- Hạn chế rượu bia, chất kích thích, đặc biệt là bia sẽ làm tăng acid uric rất nhanh
- Ăn uống nhiều nước, chất lỏng. 
Thân mến."
